Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
clgdelivers-auth.ml,http://clgdelivers-auth.ml/adobe/email/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
dresdenrestaurant.xyz,https://dresdenrestaurant.xyz/gordon/One-Drive-Arab/One-Drive-Arab/oneddrive/index.php,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
techvelty.com,http://techvelty.com/wp-includes/widgets/contact/Login/complete.php,benign,0.6,0,0.2,0,1.00|1.00|0.99|1.00|0.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3138|0.3138|0.3099|0.3138|0.0000|0.0000|0.0000|0.2511|0.0020|0.0000|0.0000|0.0000|0.0000|0.0000|0.1883|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
municastilla.gob.pe,https://municastilla.gob.pe/biblioteca/slider/css/tmp/bofmerica/inf-card.php,phishing,1.0,1,1.07,1,1.00|1.00|0.96|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2263|0.2263|0.2183|0.2263|0.2263|0.2263|0.2263|0.1810|0.0021|0.0000|0.0000|0.0000|0.2263|0.0000|0.2263|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
www.adobereader.cloud,http://www.adobereader.cloud/docushare/login2.php?33e26e1599769202706ac1e89d31c73c32e644ab3bfd401c706ac1e89d31c73c32e644ab3bfd401c706ac1e89d31c73c32e644ab3bfd401c706ac1e89d31c73c32e644ab3bfd401c706ac1e89d31c73c32e644ab3bfd401c,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
paperearn.com,https://paperearn.com/wp-includes/ionos/message/cmd-login=ca34bf1005b905c9f32588e9cf821582/validate.php?src=DluZDluZHNmNDBlb2RzaDluZHNmNDDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbHNmNDBlb2RzaTRDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbZWppZXdpb2U5NDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpb25ja29uc2NrIGtjIGtqIHZqayBj&email=,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2259|0.2259|0.2214|0.2259|0.2259|0.2259|0.2259|0.1807|0.0008|0.0000|0.0000|0.0000|0.2259|0.0000|0.2259|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
alfazzaland.com,http://alfazzaland.com/wp-content/plugins/lnc/lnc/ticket/fdf4111d586f5e286279b9d66/complete.php?ip=129.232.167.211,benign,0.6,0,0.2,0,1.00|1.00|0.98|1.00|0.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3140|0.3140|0.3092|0.3140|0.0000|0.0000|0.0000|0.2512|0.0019|0.0000|0.0000|0.0000|0.0000|0.0000|0.1884|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
fbkrelamarketplace.reealtorpropeertys.us_duplicate,https://fbkrelamarketplace.reealtorpropeertys.us/view-signin.php?facebook_com=&mUniqueID=629148641,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
bit.do,http://bit.do/fHhng,phishing,1.0,1,0.37,0,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2390|0.2390|0.2316|0.2390|0.2390|0.2390|0.0000|0.1912|0.0006|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
mail.sofia.ai,http://mail.sofia.ai/wp/alibaba/vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc.php,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.02|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2393|0.2393|0.2293|0.2393|0.2393|0.2393|0.0000|0.1914|0.0053|0.0000|0.0000|0.0000|0.2393|0.0000|0.2393|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
presente.pubguc.world,http://presente.pubguc.world/,phishing,1.0,1,0.66,1,1.00|1.00|0.99|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.66,0.2385|0.2385|0.2355|0.2385|0.2385|0.2385|0.0000|0.1908|0.0007|0.0000|0.0000|0.0000|0.2385|0.0000|0.2385|0.1425|0.1425|0.1425|0.0000|0.1425|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0938
middough-auth.gq,http://middough-auth.gq/adobe/email/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
m.4everproxy.com,http://m.4everproxy.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tL2xvZ2luLnBocD9uZXh0PWh0dHBzJTNBJTJGJTJGbW9iaWxlLmZhY2Vib29rLmNvbSUyRm5vdGlmaWNhdGlvbnMucGhwJTNGcmVmX2NvbXBvbmVudCUzRG1iYXNpY19ob21lX2hlYWRlciUyNnJlZl9wYWdlJTNEJTI1MkZ3YXAlMjUyRmhvbWUucGhwJTI2cmVmaWQlM0Q3JnJlZnNyYz1odHRwcyUzQSUyRiUyRm1vYmlsZS5mYWNlYm9vay5jb20lMkZub3RpZmljYXRpb25zLnBocCZyZWZpZD03JnJlZl9jb21wb25lbnQ9bWJhc2ljX2hvbWVfaGVhZGVyJl9yZHI-,phishing,0.0,0,0.82,1,1.00|0.00|0.71|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.4219|0.0000|0.2993|0.0000|0.0000|0.0000|0.0000|0.2109|0.0012|0.0000|0.4219|0.0000|0.0000|0.0000|0.0000|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
peterlarsenpan.de,http://peterlarsenpan.de/ms/Adobe1/Adobe1,phishing,1.0,1,0.91,1,1.00|1.00|0.93|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.91,0.2401|0.2401|0.2230|0.2401|0.2401|0.2401|0.0000|0.1920|0.0009|0.0000|0.0000|0.0000|0.2401|0.0000|0.2401|0.0000|0.0000|0.1366|0.1366|0.1366|0.1366|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1240
35.188.36.185,http://35.188.36.185/facebook/27-03-2020/facebook.com/website,phishing,1.0,1,0.37,0,1.00|1.00|0.99|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2384|0.2384|0.2363|0.2384|0.2384|0.2384|0.0000|0.1907|0.0012|0.0000|0.0000|0.0000|0.2384|0.0000|0.2384|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
marketplace-43742323.com,http://marketplace-43742323.com/,phishing,1.0,1,0.37,0,1.00|1.00|0.89|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2409|0.2409|0.2155|0.2409|0.2409|0.2409|0.0000|0.1928|0.0016|0.0000|0.0000|0.0000|0.2409|0.0000|0.2409|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
thedelaneyseniorliving-web-doc.ml,http://thedelaneyseniorliving-web-doc.ml/adobe/email/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
shadetreetechnology.com_duplicate,http://shadetreetechnology.com/V4/validation/e205674e4a48487c35feb5d1abf2423f,phishing,1.0,1,0.62,1,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.62,0.2394|0.2394|0.2284|0.2394|0.2394|0.2394|0.0000|0.1915|0.0010|0.0000|0.0000|0.0000|0.2394|0.0000|0.2394|0.1632|0.1632|0.1632|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1007
office.com.office365.psfc-o365.skyhigh8831.myshn.net,http://office.com.office365.psfc-o365.skyhigh8831.myshn.net/,benign,0.0,0,0.6,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.60,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3822|0.0000|0.0000|0.3822|0.3822|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2278
conforta.me,http://conforta.me/wp99/wp-content/Apple-ID.html,phishing,1.0,1,1.07,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2399|0.2399|0.2246|0.2399|0.2399|0.2399|0.0000|0.1919|0.0006|0.0000|0.0000|0.0000|0.2399|0.0000|0.2399|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
viewmyphotos.plantarinapoli.com,http://viewmyphotos.plantarinapoli.com/error.php,phishing,1.0,1,1.07,1,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2394|0.2394|0.2280|0.2394|0.2394|0.2394|0.0000|0.1915|0.0031|0.0000|0.0000|0.0000|0.2394|0.0000|0.2394|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
paterehab-pdf-doc.ml,https://paterehab-pdf-doc.ml/adobe/pdf/service,phishing,1.0,1,0.82,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
krim-transfer.ru,http://krim-transfer.ru/document/adobe/,benign,0.0,0,0.24,0,1.00|0.00|0.78|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.4137|0.0000|0.3238|0.0000|0.0000|0.0000|0.0000|0.2069|0.0036|0.0000|0.4137|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
limasierraranch.com,http://limasierraranch.com/u/att/index.html,phishing,1.0,1,0.24,0,1.00|1.00|0.92|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2402|0.2402|0.2215|0.2402|0.2402|0.2402|0.0000|0.1922|0.0007|0.0000|0.0000|0.0000|0.2402|0.0000|0.2402|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
ekofuel.org,http://ekofuel.org/god/pdf%20manual/index.html,benign,0.0,0,0.2,0,1.00|0.00|0.73|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4194|0.0000|0.3070|0.0000|0.0000|0.0000|0.0000|0.2097|0.0018|0.0000|0.4194|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
magischer-garten.de,http://magischer-garten.de/modules/jmsslider/views/img/layers/none/post/china/logistic/intraship/emss.php?l=_jehfuq_vjoxk0qwhtogydw1774256418,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2396|0.2396|0.2262|0.2396|0.2396|0.2396|0.0000|0.1917|0.0062|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
serv-acamai.com,http://serv-acamai.com/1und1/de/index.php,phishing,1.0,1,0.2,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
zhw.aba.vg,http://zhw.aba.vg/,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
beautiinthecity.com,https://beautiinthecity.com/error/2020boa/Home/index.php,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2260|0.2260|0.2203|0.2260|0.2260|0.2260|0.2260|0.1808|0.0011|0.0000|0.0000|0.0000|0.2260|0.0000|0.2260|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
part.eyrehead.com,https://part.eyrehead.com/plm?pq=ZH9wlG9qbGKclbGlkm1laHZxYKCDomZkaWKjY31y/carsten.krueger%40deinurlaub24.de,phishing,1.0,1,0.53,1,1.00|1.00|0.98|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2387|0.2387|0.2338|0.2387|0.2387|0.0000|0.2387|0.1910|0.0011|0.0000|0.0000|0.0000|0.2387|0.0000|0.2387|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
massanuttenbikerental.com,http://massanuttenbikerental.com/office/html,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2389|0.2389|0.2319|0.2389|0.2389|0.2389|0.0000|0.1912|0.0004|0.0000|0.0000|0.0000|0.2389|0.0000|0.2389|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
travelvsem.ru,http://travelvsem.ru/c/at/Indexxatt.htm,phishing,1.0,1,0.7,1,1.00|1.00|0.91|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2560|0.2560|0.2341|0.2560|0.2560|0.0000|0.0000|0.2048|0.0015|0.0000|0.0000|0.0000|0.2560|0.0000|0.2560|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
archiestore.co.za,http://archiestore.co.za/wp-content/plugins/Absa/Absa_Payment/_CqMvqmRHpzBVZGlxKpbsfwQTKRNNsBtqhdXsvKhsmtKSQMGStprFPPWgsSfkqrKZFBKmVCFvWLB_/_a4d5885911e7f4ea863ecce180388e169a39e4c714f1a99cb3376c2b706fe0b7a.php?8=&accessToFile=valid&fileAccess=25220&encryptedCookie=cc5dcea535063e842beb2b02d42556ea&u=fe12b46c88728fbfdb88261f1c64e755&connecting=ea9615aa0ad5bda4dceb0db321142960&phaseAccess=6b5e61b4e04cfb3636d8c8eb64286cc6&p=e5b175e7a9c36615835293af13f09b4b,phishing,1.0,1,1.07,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2392|0.2392|0.2301|0.2392|0.2392|0.2392|0.0000|0.1913|0.0031|0.0000|0.0000|0.0000|0.2392|0.0000|0.2392|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
beauty4her.co.za,http://beauty4her.co.za/wp-content/plugins/post/china/logistics/ems.php,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2396|0.2396|0.2262|0.2396|0.2396|0.2396|0.0000|0.1917|0.0062|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
ardillaproducciones.cl,http://ardillaproducciones.cl/wp-includes/theme-compats/adobe/pdfonline/adobe.php?.rand=launch.adobepdfproductsonline.com.aspx,phishing,1.0,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0024|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
middough-auth.ga,http://middough-auth.ga/adobe/email/security,phishing,1.0,1,0.51,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.51,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1661|0.0000|0.0000|0.0000|0.1661|0.1661|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0850
fiuhhgui.cf,https://fiuhhgui.cf/000/nsw/data/UntitledNotebook1.html?run=login_cmd,benign,0.6,0,0.41,0,1.00|1.00|0.85|1.00|0.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|0.00|0.00|0.60,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2592|0.2592|0.2203|0.2592|0.0000|0.0000|0.2592|0.1814|0.0021|0.0000|0.2592|0.2203|0.0000|0.0000|0.1555|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
98081017037-dot-oppaiwiuwe.rj.r.appspot.com,https://98081017037-dot-oppaiwiuwe.rj.r.appspot.com/,phishing,1.0,1,0.33,0,1.00|1.00|0.93|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.2271|0.2271|0.2111|0.2271|0.2271|0.2271|0.2271|0.1816|0.0021|0.0000|0.0000|0.0000|0.2271|0.0000|0.2271|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
ycz9265.000webhostapp.com,https://ycz9265.000webhostapp.com/alibaba/login.alibaba.com/login.alibaba.com/index.htm,phishing,1.0,1,0.82,1,1.00|1.00|0.89|1.00|1.00|1.00|1.00|0.80|0.02|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2279|0.2279|0.2034|0.2279|0.2279|0.2279|0.2279|0.1823|0.0036|0.0000|0.0000|0.0000|0.2279|0.0000|0.2279|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
realestateinvestordatabase.com,http://realestateinvestordatabase.com/wp-content/plugins/portfolio-cpt/tax/login.php,phishing,1.0,1,0.91,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.05|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.91,0.2221|0.2221|0.1887|0.2221|0.2221|0.2221|0.0000|0.1554|0.0115|0.0000|0.2221|0.1887|0.2221|0.0000|0.2221|0.0000|0.0000|0.1366|0.1366|0.1366|0.1366|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1240
menon.org.gr,http://menon.org.gr/test,phishing,1.0,1,0.2,0,1.00|1.00|0.91|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2405|0.2405|0.2194|0.2405|0.2405|0.2405|0.0000|0.1924|0.0021|0.0000|0.0000|0.0000|0.2405|0.0000|0.2405|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
